(0.845197,0)	(0.780064,0)	(0.681798,0)	(0.613271,0)	(0.564191,0)	(0.527724,0)	(0.49885,0)	(0.4752,0)	(0.455366,0)	(0.438338,0)	(0.423415,0)	(0.410248,0)	(0.398434,0)	(0.38776,0)	(0.378022,0)	(0.369056,0)	(0.360723,0)	(0.352868,0)	(0.345506,0)	(0.33849,0)	(0.331772,0)	(0.325323,0)	(0.319126,0)	(0.313136,0)	(0.307317,0)	(0.30162,0)	(0.296082,0)	(0.290651,0)	(0.285378,0)	(0.280216,0)	(0.275149,0)	(0.270167,0)	(0.265275,0)	(0.260469,0)	(0.25572,0)	(0.251044,0)	(0.246396,0)	(0.241764,0)	(0.237138,0)	(0.232485,0)	(0.227802,0)	(0.223064,0)	(0.218192,0)	(0.213101,0)	(0.20769,0)	(0.20177,0)	(0.195014,0)	(0.186737,0)	(0.174713,0)	(0.145956,0)	
(0.38776,0)	(0.465769,0)	(0.500135,0)	(0.525528,0)	(0.54756,0)	(0.569163,0)	(0.591477,0)	(0.615816,0)	(0.643832,0)	(0.677801,0)	(0.721772,0)	(0.783572,0)	(0.878082,0)	(1.00914,0)	(0.877974,0)	(0.783562,0)	(0.72209,0)	(0.678718,0)	(0.645812,0)	(0.619405,0)	(0.597339,0)	(0.578383,0)	(0.561745,0)	(0.546869,0)	(0.533342,0)	(0.520844,0)	(0.509239,0)	(0.498304,0)	(0.488007,0)	(0.478194,0)	(0.468771,0)	(0.459671,0)	(0.450864,0)	(0.442314,0)	(0.433947,0)	(0.425772,0)	(0.4177,0)	(0.409698,0)	(0.401741,0)	(0.393767,0)	(0.385762,0)	(0.37768,0)	(0.369387,0)	(0.360734,0)	(0.351547,0)	(0.341508,0)	(0.330058,0)	(0.316039,0)	(0.295683,0)	(0.247011,0)	
(0.378022,0)	(0.453918,0)	(0.487103,0)	(0.511339,0)	(0.532009,0)	(0.551897,0)	(0.571976,0)	(0.593287,0)	(0.617013,0)	(0.644557,0)	(0.678199,0)	(0.721938,0)	(0.783589,0)	(0.877974,0)	(1.00897,0)	(0.877864,0)	(0.783517,0)	(0.722056,0)	(0.678781,0)	(0.645902,0)	(0.619493,0)	(0.597459,0)	(0.578542,0)	(0.561931,0)	(0.547048,0)	(0.533474,0)	(0.521001,0)	(0.509356,0)	(0.49847,0)	(0.488164,0)	(0.478322,0)	(0.46886,0)	(0.459737,0)	(0.450908,0)	(0.442289,0)	(0.433886,0)	(0.425604,0)	(0.417405,0)	(0.409262,0)	(0.40111,0)	(0.392933,0)	(0.384683,0)	(0.376222,0)	(0.367397,0)	(0.358031,0)	(0.347799,0)	(0.336133,0)	(0.321851,0)	(0.301117,0)	(0.251549,0)	
(0.369056,0)	(0.443034,0)	(0.475185,0)	(0.498447,0)	(0.518009,0)	(0.536539,0)	(0.554901,0)	(0.573967,0)	(0.594649,0)	(0.617886,0)	(0.645083,0)	(0.678477,0)	(0.722055,0)	(0.783562,0)	(0.877864,0)	(1.00879,0)	(0.877754,0)	(0.783404,0)	(0.722036,0)	(0.678789,0)	(0.645907,0)	(0.619531,0)	(0.597534,0)	(0.578646,0)	(0.562026,0)	(0.547099,0)	(0.533551,0)	(0.521039,0)	(0.509445,0)	(0.498551,0)	(0.488216,0)	(0.478335,0)	(0.46885,0)	(0.459705,0)	(0.450806,0)	(0.442152,0)	(0.433641,0)	(0.42523,0)	(0.41689,0)	(0.40855,0)	(0.400193,0)	(0.391767,0)	(0.383132,0)	(0.37413,0)	(0.364581,0)	(0.354153,0)	(0.342267,0)	(0.327719,0)	(0.306603,0)	(0.256129,0)	
(0.360723,0)	(0.432938,0)	(0.464174,0)	(0.4866,0)	(0.505242,0)	(0.522672,0)	(0.539679,0)	(0.557023,0)	(0.57545,0)	(0.59563,0)	(0.618505,0)	(0.645444,0)	(0.678665,0)	(0.72209,0)	(0.783517,0)	(0.877754,0)	(1.00864,0)	(0.877609,0)	(0.783354,0)	(0.72201,0)	(0.678755,0)	(0.645905,0)	(0.619565,0)	(0.597597,0)	(0.5787,0)	(0.562038,0)	(0.547138,0)	(0.533552,0)	(0.52109,0)	(0.509488,0)	(0.498565,0)	(0.488191,0)	(0.478286,0)	(0.468779,0)	(0.459563,0)	(0.450628,0)	(0.441865,0)	(0.433224,0)	(0.42467,0)	(0.416129,0)	(0.407581,0)	(0.398972,0)	(0.390155,0)	(0.380971,0)	(0.371232,0)	(0.360604,0)	(0.348492,0)	(0.333673,0)	(0.312169,0)	(0.260776,0)	
(0.352868,0)	(0.423441,0)	(0.45385,0)	(0.475548,0)	(0.493414,0)	(0.50994,0)	(0.525858,0)	(0.541849,0)	(0.558551,0)	(0.576471,0)	(0.596283,0)	(0.618896,0)	(0.645654,0)	(0.678718,0)	(0.722056,0)	(0.783404,0)	(0.877609,0)	(1.0084,0)	(0.877451,0)	(0.783216,0)	(0.721869,0)	(0.678652,0)	(0.645839,0)	(0.619527,0)	(0.597547,0)	(0.578607,0)	(0.561971,0)	(0.547032,0)	(0.533495,0)	(0.521025,0)	(0.509393,0)	(0.498431,0)	(0.488033,0)	(0.478106,0)	(0.468527,0)	(0.459276,0)	(0.450231,0)	(0.441337,0)	(0.432552,0)	(0.423796,0)	(0.415046,0)	(0.406243,0)	(0.397237,0)	(0.387864,0)	(0.377932,0)	(0.367097,0)	(0.354757,0)	(0.339665,0)	(0.317769,0)	(0.26545,0)	
(0.345506,0)	(0.414555,0)	(0.444214,0)	(0.465273,0)	(0.482475,0)	(0.498247,0)	(0.513274,0)	(0.528181,0)	(0.543527,0)	(0.559717,0)	(0.577259,0)	(0.5968,0)	(0.619219,0)	(0.645812,0)	(0.678781,0)	(0.722036,0)	(0.783354,0)	(0.877451,0)	(1.00825,0)	(0.877328,0)	(0.783101,0)	(0.721793,0)	(0.67861,0)	(0.645823,0)	(0.619494,0)	(0.597471,0)	(0.578555,0)	(0.561878,0)	(0.546984,0)	(0.533437,0)	(0.520937,0)	(0.509264,0)	(0.498276,0)	(0.487853,0)	(0.477852,0)	(0.468237,0)	(0.458873,0)	(0.449695,0)	(0.440654,0)	(0.431664,0)	(0.422695,0)	(0.413686,0)	(0.40448,0)	(0.394908,0)	(0.384774,0)	(0.373726,0)	(0.361151,0)	(0.345776,0)	(0.323479,0)	(0.270216,0)	
(0.33849,0)	(0.406096,0)	(0.435066,0)	(0.455551,0)	(0.472179,0)	(0.487312,0)	(0.5016,0)	(0.515624,0)	(0.529888,0)	(0.544724,0)	(0.560535,0)	(0.577806,0)	(0.59715,0)	(0.619405,0)	(0.645902,0)	(0.678789,0)	(0.72201,0)	(0.783216,0)	(0.877328,0)	(1.00803,0)	(0.877141,0)	(0.782955,0)	(0.721671,0)	(0.678512,0)	(0.645705,0)	(0.619336,0)	(0.597339,0)	(0.578385,0)	(0.561754,0)	(0.546853,0)	(0.533276,0)	(0.520735,0)	(0.509037,0)	(0.498024,0)	(0.487527,0)	(0.47749,0)	(0.467762,0)	(0.458264,0)	(0.448939,0)	(0.439691,0)	(0.430485,0)	(0.421254,0)	(0.411836,0)	(0.402055,0)	(0.391711,0)	(0.380444,0)	(0.367627,0)	(0.351965,0)	(0.329261,0)	(0.27504,0)	
(0.331772,0)	(0.398006,0)	(0.426334,0)	(0.4463,0)	(0.462422,0)	(0.477005,0)	(0.490671,0)	(0.503964,0)	(0.517348,0)	(0.531102,0)	(0.545557,0)	(0.561093,0)	(0.578162,0)	(0.597339,0)	(0.619493,0)	(0.645907,0)	(0.678755,0)	(0.721869,0)	(0.783101,0)	(0.877141,0)	(1.00781,0)	(0.876961,0)	(0.782798,0)	(0.721547,0)	(0.67837,0)	(0.645528,0)	(0.619187,0)	(0.597155,0)	(0.578246,0)	(0.561611,0)	(0.546681,0)	(0.533065,0)	(0.520499,0)	(0.508775,0)	(0.497688,0)	(0.487154,0)	(0.477002,0)	(0.467139,0)	(0.457492,0)	(0.447957,0)	(0.438491,0)	(0.429019,0)	(0.419373,0)	(0.409371,0)	(0.398805,0)	(0.387309,0)	(0.374241,0)	(0.358284,0)	(0.335162,0)	(0.279964,0)	
(0.325323,0)	(0.390249,0)	(0.417975,0)	(0.437465,0)	(0.453136,0)	(0.467241,0)	(0.480376,0)	(0.493058,0)	(0.505717,0)	(0.518594,0)	(0.531968,0)	(0.546149,0)	(0.561481,0)	(0.578383,0)	(0.597459,0)	(0.619531,0)	(0.645905,0)	(0.678652,0)	(0.721793,0)	(0.782955,0)	(0.876961,0)	(1.00758,0)	(0.87677,0)	(0.782646,0)	(0.721381,0)	(0.678169,0)	(0.645353,0)	(0.618979,0)	(0.596989,0)	(0.578077,0)	(0.561414,0)	(0.546445,0)	(0.532804,0)	(0.520211,0)	(0.508411,0)	(0.497287,0)	(0.486638,0)	(0.47635,0)	(0.466337,0)	(0.456478,0)	(0.446722,0)	(0.436986,0)	(0.427093,0)	(0.416854,0)	(0.406054,0)	(0.394317,0)	(0.38099,0)	(0.364728,0)	(0.341178,0)	(0.284982,0)	
(0.319126,0)	(0.382799,0)	(0.409958,0)	(0.429009,0)	(0.444274,0)	(0.457957,0)	(0.470634,0)	(0.482797,0)	(0.494851,0)	(0.507007,0)	(0.519505,0)	(0.532605,0)	(0.54658,0)	(0.561745,0)	(0.578542,0)	(0.597534,0)	(0.619565,0)	(0.645839,0)	(0.67861,0)	(0.721671,0)	(0.782798,0)	(0.87677,0)	(1.00736,0)	(0.876608,0)	(0.782492,0)	(0.7212,0)	(0.678021,0)	(0.645177,0)	(0.618842,0)	(0.59685,0)	(0.577908,0)	(0.561203,0)	(0.546206,0)	(0.532535,0)	(0.519864,0)	(0.508025,0)	(0.496783,0)	(0.485997,0)	(0.475557,0)	(0.465327,0)	(0.455244,0)	(0.445215,0)	(0.43505,0)	(0.424554,0)	(0.413504,0)	(0.401514,0)	(0.387914,0)	(0.371336,0)	(0.347345,0)	(0.290125,0)	
(0.313136,0)	(0.375604,0)	(0.402224,0)	(0.420866,0)	(0.43576,0)	(0.449066,0)	(0.461342,0)	(0.47306,0)	(0.484602,0)	(0.496157,0)	(0.507938,0)	(0.520165,0)	(0.53306,0)	(0.546869,0)	(0.561931,0)	(0.578646,0)	(0.597597,0)	(0.619527,0)	(0.645823,0)	(0.678512,0)	(0.721547,0)	(0.782646,0)	(0.876608,0)	(1.00715,0)	(0.876419,0)	(0.782282,0)	(0.721027,0)	(0.677822,0)	(0.645013,0)	(0.618674,0)	(0.596651,0)	(0.577668,0)	(0.560933,0)	(0.545906,0)	(0.532156,0)	(0.519446,0)	(0.507491,0)	(0.496112,0)	(0.485172,0)	(0.474516,0)	(0.464061,0)	(0.453701,0)	(0.443237,0)	(0.432462,0)	(0.421142,0)	(0.408882,0)	(0.394998,0)	(0.378091,0)	(0.353647,0)	(0.295378,0)	
(0.307317,0)	(0.368617,0)	(0.39472,0)	(0.412975,0)	(0.427528,0)	(0.440493,0)	(0.452412,0)	(0.463742,0)	(0.474846,0)	(0.485894,0)	(0.497077,0)	(0.508589,0)	(0.520611,0)	(0.533342,0)	(0.547048,0)	(0.562026,0)	(0.5787,0)	(0.597547,0)	(0.619494,0)	(0.645705,0)	(0.67837,0)	(0.721381,0)	(0.782492,0)	(0.876419,0)	(1.00694,0)	(0.876217,0)	(0.782112,0)	(0.720829,0)	(0.677658,0)	(0.644846,0)	(0.618478,0)	(0.596414,0)	(0.577405,0)	(0.560642,0)	(0.545539,0)	(0.531752,0)	(0.518927,0)	(0.506836,0)	(0.495305,0)	(0.484149,0)	(0.473265,0)	(0.462531,0)	(0.451731,0)	(0.440647,0)	(0.429035,0)	(0.416486,0)	(0.4023,0)	(0.38505,0)	(0.360135,0)	(0.300785,0)	
(0.30162,0)	(0.36178,0)	(0.387383,0)	(0.40527,0)	(0.419503,0)	(0.432154,0)	(0.443753,0)	(0.454738,0)	(0.465461,0)	(0.476076,0)	(0.486757,0)	(0.497674,0)	(0.508982,0)	(0.520844,0)	(0.533474,0)	(0.547099,0)	(0.562038,0)	(0.578607,0)	(0.597471,0)	(0.619336,0)	(0.645528,0)	(0.678169,0)	(0.7212,0)	(0.782282,0)	(0.876217,0)	(1.00667,0)	(0.875993,0)	(0.781879,0)	(0.720635,0)	(0.677462,0)	(0.644624,0)	(0.61822,0)	(0.596134,0)	(0.577099,0)	(0.560264,0)	(0.545126,0)	(0.531228,0)	(0.51827,0)	(0.506029,0)	(0.494281,0)	(0.482897,0)	(0.471731,0)	(0.460551,0)	(0.449123,0)	(0.43719,0)	(0.42433,0)	(0.409823,0)	(0.392212,0)	(0.366808,0)	(0.306344,0)	
(0.296082,0)	(0.355135,0)	(0.380257,0)	(0.397792,0)	(0.411724,0)	(0.424087,0)	(0.435394,0)	(0.446072,0)	(0.45646,0)	(0.466701,0)	(0.476953,0)	(0.487372,0)	(0.498088,0)	(0.509239,0)	(0.521001,0)	(0.533551,0)	(0.547138,0)	(0.561971,0)	(0.578555,0)	(0.597339,0)	(0.619187,0)	(0.645353,0)	(0.678021,0)	(0.721027,0)	(0.782112,0)	(0.875993,0)	(1.00642,0)	(0.875766,0)	(0.781697,0)	(0.720456,0)	(0.677257,0)	(0.644384,0)	(0.617959,0)	(0.595849,0)	(0.576745,0)	(0.559876,0)	(0.544629,0)	(0.530601,0)	(0.517495,0)	(0.505037,0)	(0.493061,0)	(0.481391,0)	(0.469775,0)	(0.457958,0)	(0.445669,0)	(0.432468,0)	(0.417616,0)	(0.399623,0)	(0.373708,0)	(0.31209,0)	
(0.290651,0)	(0.34862,0)	(0.373274,0)	(0.39047,0)	(0.404117,0)	(0.416208,0)	(0.427246,0)	(0.437647,0)	(0.447736,0)	(0.457648,0)	(0.467529,0)	(0.477522,0)	(0.487742,0)	(0.498304,0)	(0.509356,0)	(0.521039,0)	(0.533552,0)	(0.547032,0)	(0.561878,0)	(0.578385,0)	(0.597155,0)	(0.618979,0)	(0.645177,0)	(0.677822,0)	(0.720829,0)	(0.781879,0)	(0.875766,0)	(1.00614,0)	(0.875543,0)	(0.781488,0)	(0.72023,0)	(0.677003,0)	(0.644113,0)	(0.617667,0)	(0.59549,0)	(0.576352,0)	(0.559378,0)	(0.544004,0)	(0.529829,0)	(0.516507,0)	(0.503821,0)	(0.491557,0)	(0.479434,0)	(0.467172,0)	(0.454483,0)	(0.440907,0)	(0.425683,0)	(0.407285,0)	(0.380835,0)	(0.318021,0)	
(0.285378,0)	(0.342295,0)	(0.366496,0)	(0.383367,0)	(0.396743,0)	(0.40858,0)	(0.419369,0)	(0.429516,0)	(0.439336,0)	(0.448957,0)	(0.458515,0)	(0.468142,0)	(0.477939,0)	(0.488007,0)	(0.49847,0)	(0.509445,0)	(0.52109,0)	(0.533495,0)	(0.546984,0)	(0.561754,0)	(0.578246,0)	(0.596989,0)	(0.618842,0)	(0.645013,0)	(0.677658,0)	(0.720635,0)	(0.781697,0)	(0.875543,0)	(1.00591,0)	(0.875344,0)	(0.781283,0)	(0.720004,0)	(0.676768,0)	(0.643861,0)	(0.61735,0)	(0.595138,0)	(0.575896,0)	(0.558798,0)	(0.543279,0)	(0.528889,0)	(0.515338,0)	(0.502362,0)	(0.48964,0)	(0.476863,0)	(0.463719,0)	(0.449724,0)	(0.434093,0)	(0.415259,0)	(0.388244,0)	(0.324184,0)	
(0.280216,0)	(0.336105,0)	(0.359865,0)	(0.376421,0)	(0.389537,0)	(0.401133,0)	(0.411689,0)	(0.421601,0)	(0.431176,0)	(0.440534,0)	(0.449806,0)	(0.459113,0)	(0.468546,0)	(0.478194,0)	(0.488164,0)	(0.498551,0)	(0.509488,0)	(0.521025,0)	(0.533437,0)	(0.546853,0)	(0.561611,0)	(0.578077,0)	(0.59685,0)	(0.618674,0)	(0.644846,0)	(0.677462,0)	(0.720456,0)	(0.781488,0)	(0.875344,0)	(1.00567,0)	(0.875125,0)	(0.781065,0)	(0.719784,0)	(0.676532,0)	(0.643562,0)	(0.617015,0)	(0.594704,0)	(0.575344,0)	(0.558104,0)	(0.542374,0)	(0.527757,0)	(0.513916,0)	(0.500479,0)	(0.487098,0)	(0.473429,0)	(0.458963,0)	(0.442881,0)	(0.423577,0)	(0.395964,0)	(0.3306,0)	
