26.75	-0.447341	-0.596663	-0.745984	-0.895306	-1.04463	-1.19395	-1.34327	
27	-0.443222	-0.591165	-0.739108	-0.887051	-1.03499	-1.18294	-1.33088	
27.25	-0.439178	-0.585767	-0.732357	-0.878946	-1.02554	-1.17212	-1.31871	
27.5	-0.435207	-0.580467	-0.725727	-0.870988	-1.01625	-1.16151	-1.30677	
27.75	-0.431307	-0.575262	-0.719217	-0.863172	-1.00713	-1.15108	-1.29504	
28	-0.427476	-0.570149	-0.712822	-0.855495	-0.998168	-1.14084	-1.28351	
28.25	-0.423712	-0.565126	-0.706539	-0.847953	-0.989367	-1.13078	-1.27219	
28.5	-0.420014	-0.56019	-0.700367	-0.840543	-0.980719	-1.1209	-1.26107	
28.75	-0.416379	-0.55534	-0.6943	-0.833261	-0.972221	-1.11118	-1.25014	
29	-0.412807	-0.550572	-0.688338	-0.826104	-0.963869	-1.10163	-1.2394	
29.25	-0.409295	-0.545886	-0.682477	-0.819068	-0.955659	-1.09225	-1.22884	
29.5	-0.405843	-0.541279	-0.676715	-0.812151	-0.947587	-1.08302	-1.21846	
29.75	-0.402448	-0.536749	-0.671049	-0.80535	-0.93965	-1.07395	-1.20825	
30	-0.399109	-0.532293	-0.665477	-0.798661	-0.931845	-1.06503	-1.19821	
30.25	-0.395825	-0.527911	-0.659997	-0.792083	-0.924168	-1.05625	-1.18834	
30.5	-0.392595	-0.523601	-0.654606	-0.785611	-0.916617	-1.04762	-1.17863	
30.75	-0.389417	-0.51936	-0.649302	-0.779245	-0.909187	-1.03913	-1.16907	
31	-0.38629	-0.515187	-0.644084	-0.77298	-0.901877	-1.03077	-1.15967	
31.25	-0.383212	-0.51108	-0.638948	-0.766816	-0.894684	-1.02255	-1.15042	
31.5	-0.380183	-0.507038	-0.633893	-0.760749	-0.887604	-1.01446	-1.14131	
31.75	-0.377202	-0.50306	-0.628918	-0.754777	-0.880635	-1.00649	-1.13235	
32	-0.374266	-0.499143	-0.62402	-0.748897	-0.873774	-0.998651	-1.12353	
32.25	-0.371376	-0.495287	-0.619198	-0.743109	-0.86702	-0.990931	-1.11484	
