4.9	0.669256	0.62304	0.585413	0.553727	0.526404	0.502428	0.481099	
4.97	0.66413	0.617209	0.57903	0.546894	0.519195	0.494898	0.473294	
5.04	0.659075	0.611464	0.572748	0.540175	0.512114	0.487511	0.465646	
5.11	0.654092	0.605807	0.566568	0.533573	0.505164	0.48027	0.45816	
5.18	0.649181	0.600237	0.56049	0.527089	0.498348	0.473178	0.450838	
5.25	0.644343	0.594757	0.554518	0.520725	0.491666	0.466237	0.443682	
5.32	0.639576	0.589365	0.54865	0.514482	0.485121	0.459447	0.436694	
5.39	0.634883	0.584063	0.542887	0.50836	0.478713	0.45281	0.429873	
5.46	0.630261	0.57885	0.53723	0.502359	0.472442	0.446325	0.42322	
5.53	0.625712	0.573726	0.531679	0.49648	0.466308	0.439993	0.416735	
5.6	0.621234	0.568692	0.526233	0.490721	0.46031	0.433812	0.410416	
5.67	0.616828	0.563745	0.520891	0.485083	0.454448	0.427781	0.404261	
5.74	0.612493	0.558887	0.515654	0.479564	0.44872	0.421899	0.398269	
5.81	0.608229	0.554116	0.510519	0.474164	0.443125	0.416165	0.392437	
5.88	0.604034	0.549432	0.505487	0.468881	0.437661	0.410574	0.386762	
5.95	0.599908	0.544833	0.500556	0.463714	0.432327	0.405127	0.381242	
6.02	0.595851	0.54032	0.495725	0.45866	0.427121	0.399819	0.375874	
6.09	0.591862	0.53589	0.490993	0.45372	0.42204	0.394649	0.370654	
6.16	0.58794	0.531542	0.486358	0.44889	0.417082	0.389613	0.365579	
6.23	0.584084	0.527277	0.481819	0.444169	0.412245	0.384709	0.360645	
6.3	0.580293	0.523091	0.477374	0.439554	0.407526	0.379934	0.355849	
6.37	0.576567	0.518986	0.473021	0.435045	0.402923	0.375284	0.351188	
6.44	0.572904	0.514958	0.46876	0.430638	0.398433	0.370757	0.346657	
6.51	0.569303	0.511006	0.464588	0.426332	0.394054	0.366349	0.342253	
6.58	0.565764	0.507131	0.460504	0.422124	0.389783	0.362057	0.337972	
6.65	0.562285	0.503329	0.456505	0.418013	0.385617	0.357878	0.333811	
6.72	0.558867	0.4996	0.452591	0.413996	0.381554	0.35381	0.329766	
6.79	0.555506	0.495942	0.448759	0.41007	0.377591	0.349848	0.325834	
6.86	0.552204	0.492354	0.445007	0.406235	0.373725	0.345991	0.32201	
6.93	0.548958	0.488835	0.441335	0.402487	0.369954	0.342234	0.318293	
