0	0.999375	0.999375	0.999375	0.999375	0.999375
0.01	0.999069	0.99907	0.999069	0.999069	0.999069
0.02	0.998151	0.998152	0.998154	0.998154	0.998154
0.03	0.996631	0.996623	0.996638	0.996638	0.996638
0.04	0.994525	0.99449	0.994537	0.994537	0.994537
0.05	0.99185	0.991766	0.991869	0.991869	0.991869
0.06	0.988634	0.988468	0.98866	0.98866	0.98866
0.07	0.984905	0.984621	0.984939	0.984939	0.984939
0.08	0.980697	0.980253	0.98074	0.98074	0.98074
0.09	0.976049	0.975398	0.976101	0.976101	0.976101
0.1	0.971	0.970093	0.97106	0.97106	0.97106
0.11	0.965592	0.96438	0.965662	0.965662	0.965662
0.12	0.959871	0.958301	0.959949	0.959949	0.959949
0.13	0.953881	0.951905	0.953967	0.953967	0.953967
0.14	0.947668	0.945239	0.947761	0.947761	0.947761
0.15	0.941278	0.938351	0.941375	0.941375	0.941375
0.16	0.934753	0.93129	0.934855	0.934855	0.934855
0.17	0.928138	0.924107	0.928243	0.928243	0.928243
0.18	0.921474	0.916846	0.921581	0.921581	0.921581
0.19	0.914799	0.909556	0.914906	0.914906	0.914906
0.2	0.908151	0.902279	0.908256	0.908256	0.908256
0.21	0.901562	0.895056	0.901665	0.901665	0.901665
0.22	0.895064	0.887925	0.895164	0.895164	0.895164
0.23	0.888685	0.88092	0.888779	0.888779	0.888779
0.24	0.882449	0.874073	0.882537	0.882537	0.882537
0.25	0.876376	0.867409	0.876458	0.876458	0.876458
0.26	0.870487	0.860953	0.870561	0.870561	0.870561
0.27	0.864796	0.854723	0.864861	0.864861	0.864861
0.28	0.859315	0.848734	0.859372	0.859372	0.859372
0.29	0.854053	0.842998	0.854101	0.854101	0.854101
0.3	0.849018	0.837524	0.849056	0.849056	0.849056
0.31	0.844214	0.832315	0.844242	0.844242	0.844242
0.32	0.839642	0.827373	0.839661	0.839661	0.839661
0.33	0.835302	0.822698	0.835312	0.835312	0.835312
0.34	0.831193	0.818287	0.831192	0.831192	0.831192
0.35	0.827308	0.814132	0.827299	0.827299	0.827299
0.36	0.823644	0.810228	0.823626	0.823626	0.823626
0.37	0.820193	0.806565	0.820167	0.820167	0.820167
0.38	0.816947	0.803132	0.816913	0.816913	0.816913
0.39	0.813896	0.799918	0.813855	0.813855	0.813855
0.4	0.811031	0.79691	0.810983	0.810983	0.810983
0.41	0.808341	0.794096	0.808287	0.808287	0.808287
0.42	0.805815	0.791462	0.805755	0.805755	0.805755
0.43	0.803441	0.788993	0.803377	0.803377	0.803377
0.44	0.801209	0.786677	0.80114	0.80114	0.80114
0.45	0.799106	0.784497	0.799033	0.799033	0.799033
0.46	0.797121	0.782441	0.797046	0.797046	0.797046
0.47	0.795244	0.780494	0.795166	0.795166	0.795166
0.48	0.793464	0.778642	0.793382	0.793382	0.793382
0.49	0.79177	0.776872	0.791685	0.791685	0.791685
0.5	0.790151	0.775172	0.790065	0.790065	0.790065
0.51	0.788599	0.77353	0.788512	0.788512	0.788512
0.52	0.787105	0.771933	0.787017	0.787017	0.787017
0.53	0.785659	0.770371	0.785571	0.785571	0.785571
0.54	0.784255	0.768834	0.784166	0.784166	0.784166
0.55	0.782883	0.767314	0.782795	0.782795	0.782795
0.56	0.781537	0.765802	0.781449	0.781449	0.781449
0.57	0.78021	0.764293	0.780122	0.780122	0.780122
0.58	0.778896	0.76278	0.778808	0.778808	0.778808
0.59	0.777589	0.76126	0.777501	0.777501	0.777501
0.6	0.776282	0.759727	0.776195	0.776195	0.776195
0.61	0.77497	0.758181	0.774885	0.774885	0.774885
0.62	0.77365	0.756617	0.773566	0.773566	0.773566
0.63	0.772315	0.755035	0.772233	0.772233	0.772233
0.64	0.770962	0.753435	0.770882	0.770882	0.770882
0.65	0.769587	0.751814	0.769509	0.769509	0.769509
0.66	0.768187	0.750174	0.768112	0.768112	0.768112
0.67	0.766759	0.748512	0.766688	0.766688	0.766688
0.68	0.7653	0.746828	0.765234	0.765234	0.765234
0.69	0.763811	0.745122	0.76375	0.76375	0.76375
0.7	0.762289	0.743393	0.762234	0.762234	0.762234
0.71	0.760734	0.741638	0.760686	0.760686	0.760686
0.72	0.759149	0.739857	0.759108	0.759108	0.759108
0.73	0.757534	0.738048	0.7575	0.7575	0.7575
0.74	0.755892	0.736207	0.755865	0.755865	0.755865
0.75	0.754226	0.734334	0.754206	0.754206	0.754206
0.76	0.752539	0.732427	0.752527	0.752527	0.752527
0.77	0.750838	0.730484	0.750832	0.750832	0.750832
0.78	0.749125	0.728504	0.749126	0.749126	0.749126
0.79	0.747408	0.726488	0.747415	0.747415	0.747415
0.8	0.745692	0.724434	0.745704	0.745704	0.745704
0.81	0.743983	0.722346	0.744	0.744	0.744
0.82	0.742287	0.720224	0.742309	0.742309	0.742309
0.83	0.740611	0.718073	0.740636	0.740636	0.740636
0.84	0.738961	0.715896	0.738988	0.738988	0.738988
0.85	0.737343	0.713698	0.73737	0.73737	0.73737
0.86	0.735761	0.711486	0.735787	0.735787	0.735787
0.87	0.734219	0.709266	0.734245	0.734245	0.734245
0.88	0.732723	0.707045	0.732746	0.732746	0.732746
0.89	0.731274	0.704829	0.731293	0.731293	0.731293
0.9	0.729874	0.702626	0.729889	0.729889	0.729889
0.91	0.728525	0.700442	0.728536	0.728536	0.728536
0.92	0.727226	0.698284	0.727232	0.727232	0.727232
0.93	0.725977	0.696157	0.725977	0.725977	0.725977
0.94	0.724775	0.694063	0.72477	0.72477	0.72477
0.95	0.723619	0.692008	0.723608	0.723608	0.723608
0.96	0.722503	0.689992	0.722486	0.722486	0.722486
0.97	0.721424	0.688015	0.721401	0.721401	0.721401
